uri,sourcetable,id_value,id_uri,value,src_table
entities/SZvgnYL,TakedaUSCAM,14701205,entities/SZvgnYL/attributes/Identifiers/1a5LVSUuz,0001AB000077665,TakedaUSCAM
entities/EsxVW7N,TakedaUSCAM,83301641,entities/EsxVW7N/attributes/Identifiers/iVNCTQRN,0001AB001184916,TakedaUSCAM
entities/EsxWcJV,TakedaUSCAM,48184203,entities/EsxWcJV/attributes/Identifiers/2pw20k3jq,0001AB001099627,TakedaUSCAM
entities/SZvKwAH,TakedaUSCAM,38401200,entities/SZvKwAH/attributes/Identifiers/1Oaih4BiG,0001AB000008470,TakedaUSCAM
entities/1LLGytpK,TakedaUSCAM,32425201,entities/1LLGytpK/attributes/Identifiers/3PEY86luk,0001AB000484067,TakedaUSCAM
entities/PwrRc7q,TakedaUSCAM,94304200,entities/PwrRc7q/attributes/Identifiers/2pvWCHUT0,0001AB000869526,TakedaUSCAM
entities/NMl1h1Y,TakedaUSCAM,19140206,entities/NMl1h1Y/attributes/Identifiers/2z2XFPIfp,0001AB000003644,TakedaUSCAM
entities/Px4Rvmg,TakedaUSCAM,78226250,entities/Px4Rvmg/attributes/Identifiers/1BhctJKLu,0001AB001192164,TakedaUSCAM
entities/Px4Rvmg,TakedaUSCAM,78226250,entities/Px4Rvmg/attributes/Identifiers/1BhctJKLu,0001AB001192164,TakedaUSCAM
entities/P3UwyfZ,TakedaUSCAM,97420201,entities/P3UwyfZ/attributes/Identifiers/zKpvEJ1d,0001AB000007528,TakedaUSCAM
entities/Etnn4tt,TakedaUSCAM,46250554,entities/Etnn4tt/attributes/Identifiers/iXx0HJXV,0001AB001180409,TakedaUSCAM
entities/Y1nwXn0,TakedaUSCAM,32547190,entities/Y1nwXn0/attributes/Identifiers/142yOgUQE,0001AB000093810,TakedaUSCAM
entities/bzcuUx5,TakedaUSCAM,53184150,entities/bzcuUx5/attributes/Identifiers/1w8lSFoO7,0001AB000269841,TakedaUSCAM
entities/EtAGEFd,TakedaUSCAM,34474206,entities/EtAGEFd/attributes/Identifiers/iWHCXFSb,0001AB000007786,TakedaUSCAM
entities/1BzsMSVl,TakedaUSCAM,55082200,entities/1BzsMSVl/attributes/Identifiers/2z27BCU6L,0001AB000010737,TakedaUSCAM
entities/Px3MyNK,TakedaUSCAM,02128162,entities/Px3MyNK/attributes/Identifiers/1BhZVUwTe,0001AB001132100,TakedaUSCAM
entities/PxQmGFK,TakedaUSCAM,53704176,entities/PxQmGFK/attributes/Identifiers/1BiioSLp8,0001AB001131052,TakedaUSCAM
entities/NNUhWw0,TakedaUSCAM,66441158,entities/NNUhWw0/attributes/Identifiers/1Ob3G9cyy,0001AB001132379,TakedaUSCAM
entities/dTgURGB,TakedaUSCAM,80498150,entities/dTgURGB/attributes/Identifiers/1u9fbPvq3,0001AB000014393,TakedaUSCAM
entities/bzcjdWJ,TakedaUSCAM,92590178,entities/bzcjdWJ/attributes/Identifiers/3PGffSWWw,0001AB001130326,TakedaUSCAM
entities/1BzQ6POj,TakedaUSCAM,32219250,entities/1BzQ6POj/attributes/Identifiers/2z0gXIpn7,0001AB001058997,TakedaUSCAM
entities/IIRDrYe,TakedaUSCAM,53548200,entities/IIRDrYe/attributes/Identifiers/1a66wG6fF,0001AB000010544,TakedaUSCAM
entities/1BmsdNAt,TakedaUSCAM,07932183,entities/1BmsdNAt/attributes/Identifiers/34rQe5t55,0001AB001186853,TakedaUSCAM
entities/dToKGPv,TakedaUSCAM,54313402,entities/dToKGPv/attributes/Identifiers/1uA3eGAFz,0001AB000893896,TakedaUSCAM
entities/EtRuadl,TakedaUSCAM,22601175,entities/EtRuadl/attributes/Identifiers/iWrKTJiL,0001AB000102137,TakedaUSCAM
entities/P38OYS1,TakedaUSCAM,73034207,entities/P38OYS1/attributes/Identifiers/zJjL5PiT,0001AB000174021,TakedaUSCAM
entities/dT12jDj,TakedaUSCAM,60126552,entities/dT12jDj/attributes/Identifiers/1u7d1G9Ad,0001AB001171203,TakedaUSCAM
entities/bzcgolj,TakedaUSCAM,53143200,entities/bzcgolj/attributes/Identifiers/zHxuSp0b,0001AB000010478,TakedaUSCAM
entities/PwzPxna,TakedaUSCAM,60613200,entities/PwzPxna/attributes/Identifiers/1a5TtJryX,0001AB000011560,TakedaUSCAM
entities/1BzLoqPp,TakedaUSCAM,27278201,entities/1BzLoqPp/attributes/Identifiers/2z0TI4xZh,0001AB001046153,TakedaUSCAM
entities/Px4QHUU,TakedaUSCAM,33458159,entities/Px4QHUU/attributes/Identifiers/2qsoQaPHb,0001AB000101562,TakedaUSCAM
entities/1BmlY1Hb,TakedaUSCAM,20817171,entities/1BmlY1Hb/attributes/Identifiers/1OZtptSbs,0001AB000003833,TakedaUSCAM
entities/bzcjuZL,TakedaUSCAM,37701158,entities/bzcjuZL/attributes/Identifiers/1Bh4LDIjW,0001AB000008289,TakedaUSCAM
entities/dSncdE7,TakedaUSCAM,76104164,entities/dSncdE7/attributes/Identifiers/143K8jBQo,0001AB000013487,TakedaUSCAM
entities/bzr6EfX,TakedaUSCAM,97471200,entities/bzr6EfX/attributes/Identifiers/2puv7mYRK,0001AB000016467,TakedaUSCAM
entities/dTHWq0d,TakedaUSCAM,04217152,entities/dTHWq0d/attributes/Identifiers/1u8RBwxJX,0001AB001132799,TakedaUSCAM
entities/dSwmbkF,TakedaUSCAM,06608151,entities/dSwmbkF/attributes/Identifiers/141pERcxu,0001AB000054702,TakedaUSCAM
entities/SaMxb1R,TakedaUSCAM,30525161,entities/SaMxb1R/attributes/Identifiers/1a6heXNfJ,0001AB000112112,TakedaUSCAM
entities/1PbfBLFX,TakedaUSCAM,92101156,entities/1PbfBLFX/attributes/Identifiers/iWHl2xGr,0001AB000198267,TakedaUSCAM
entities/dT12rkF,TakedaUSCAM,33009551,entities/dT12rkF/attributes/Identifiers/1u7d1T4T9,0001AB000169687,TakedaUSCAM
entities/PxNPY7q,TakedaUSCAM,88061551,entities/PxNPY7q/attributes/Identifiers/1BiYiDnlu,0001AB001184246,TakedaUSCAM
entities/1BmuNqy7,TakedaUSCAM,45212171,entities/1BmuNqy7/attributes/Identifiers/2qqJMUGP9,0001AB000161692,TakedaUSCAM
entities/1BzsMjYn,TakedaUSCAM,57325202,entities/1BzsMjYn/attributes/Identifiers/2z27C6eLB,0001AB000277754,TakedaUSCAM
entities/Sa4JIMn,TakedaUSCAM,92879201,entities/Sa4JIMn/attributes/Identifiers/1a5loElfx,0001AB000017669,TakedaUSCAM
entities/Y1hL1hi,TakedaUSCAM,70560209,entities/Y1hL1hi/attributes/Identifiers/142c7KKo6,0001AB000185395,TakedaUSCAM
entities/zgwKQWP,TakedaUSCAM,84511201,entities/zgwKQWP/attributes/Identifiers/cO1axbiq,0001AB000206629,TakedaUSCAM
entities/1BmlksJr,TakedaUSCAM,18847201,entities/1BmlksJr/attributes/Identifiers/2qptcsfkF,0001AB000072946,TakedaUSCAM
entities/IIKlpey,TakedaUSCAM,43219200,entities/IIKlpey/attributes/Identifiers/3PETHP6WA,0001AB000008967,TakedaUSCAM
entities/bzr6r1r,TakedaUSCAM,44512216,entities/bzr6r1r/attributes/Identifiers/1w9SXRn9T,0001AB001173554,TakedaUSCAM
entities/SZvKwAH,TakedaUSCAM,38401205,entities/SZvKwAH/attributes/Identifiers/1Oaih3V5g,0001AB000008470,TakedaUSCAM
entities/Y1TwzZq,TakedaUSCAM,02021425,entities/Y1TwzZq/attributes/Identifiers/141wkyXhK,0001AB000001557,TakedaUSCAM
entities/P3Uwq93,TakedaUSCAM,83837201,entities/P3Uwq93/attributes/Identifiers/zKpuw9nV,0001AB001221816,TakedaUSCAM
entities/1BzsLuPh,TakedaUSCAM,92064200,entities/1BzsLuPh/attributes/Identifiers/2z279u7Yf,0001AB000007924,TakedaUSCAM
entities/NNFR2ay,TakedaUSCAM,70127550,entities/NNFR2ay/attributes/Identifiers/1OaIhlz4G,0001AB001179669,TakedaUSCAM
entities/1PbnoBNH,TakedaUSCAM,48170551,entities/1PbnoBNH/attributes/Identifiers/34qhNaKg3,0001AB001186942,TakedaUSCAM
entities/1BzUaxwP,TakedaUSCAM,39042200,entities/1BzUaxwP/attributes/Identifiers/2z0uKcUxV,0001AB000008529,TakedaUSCAM
entities/1Pbf8WUx,TakedaUSCAM,83201201,entities/1Pbf8WUx/attributes/Identifiers/uQDsdqvQ,0001AB000014576,TakedaUSCAM
entities/1LLGzJOs,TakedaUSCAM,68978201,entities/1LLGzJOs/attributes/Identifiers/3PEY8rRxy,0001AB001100614,TakedaUSCAM
entities/dT5c1rD,TakedaUSCAM,79336161,entities/dT5c1rD/attributes/Identifiers/1u7r2ZaQZ,0001AB001131534,TakedaUSCAM
entities/PxWYHvK,TakedaUSCAM,98672200,entities/PxWYHvK/attributes/Identifiers/1Bj0h3mFy,0001AB000007515,TakedaUSCAM
entities/1Bmll9Mt,TakedaUSCAM,27157200,entities/1Bmll9Mt/attributes/Identifiers/2qptdPX5b,0001AB000477934,TakedaUSCAM
entities/SaIVmy5,TakedaUSCAM,30092423,entities/SaIVmy5/attributes/Identifiers/1a6TqiRBV,0001AB001168079,TakedaUSCAM
entities/P3UwyfZ,TakedaUSCAM,97420207,entities/P3UwyfZ/attributes/Identifiers/zKpvFonJ,0001AB000201052,TakedaUSCAM
entities/1LLwbXYo,TakedaUSCAM,53081205,entities/1LLwbXYo/attributes/Identifiers/3PGdctUNu,0001AB001186961,TakedaUSCAM
entities/19skPSj8,TakedaUSCAM,95661204,entities/19skPSj8/attributes/Identifiers/1wBhyns6Z,0001AB000367527,TakedaUSCAM
entities/dSnZGNT,TakedaUSCAM,32819205,entities/dSnZGNT/attributes/Identifiers/BUdlkh,0001AB000005844,TakedaUSCAM
entities/dTZBxHb,TakedaUSCAM,84057155,entities/dTZBxHb/attributes/Identifiers/1u9JM2pbr,0001AB000014669,TakedaUSCAM
entities/bzr6r1r,TakedaUSCAM,44512207,entities/bzr6r1r/attributes/Identifiers/1w9SXTVhv,0001AB000009191,TakedaUSCAM
entities/IIRDrYe,TakedaUSCAM,53548204,entities/IIRDrYe/attributes/Identifiers/1a66wJTVt,0001AB001193905,TakedaUSCAM
entities/8sI2GFh,TakedaUSCAM,91942205,entities/8sI2GFh/attributes/Identifiers/L2NV2fVd,0001AB000015494,TakedaUSCAM
entities/1LM7rRgg,TakedaUSCAM,89701550,entities/1LM7rRgg/attributes/Identifiers/3PHBYN2Ne,0001AB001217946,TakedaUSCAM
entities/1LM7rRgg,TakedaUSCAM,89701550,entities/1LM7rRgg/attributes/Identifiers/3PHBYN2Ne,0001AB001217946,TakedaUSCAM
entities/1LLGzJOs,TakedaUSCAM,68978200,entities/1LLGzJOs/attributes/Identifiers/3PEY8pJpy,0001AB000012548,TakedaUSCAM
entities/EtYTdHl,TakedaUSCAM,32008155,entities/EtYTdHl/attributes/Identifiers/iXC63Ay9,0001AB001132204,TakedaUSCAM
entities/NNR4FcK,TakedaUSCAM,68516169,entities/NNR4FcK/attributes/Identifiers/1Oas5SXJc,0001AB001197699,TakedaUSCAM
entities/19tMvCeU,TakedaUSCAM,27030180,entities/19tMvCeU/attributes/Identifiers/2pve2Z6lq,0001AB001177579,TakedaUSCAM
entities/Px8G8nO,TakedaUSCAM,43906156,entities/Px8G8nO/attributes/Identifiers/1u8oMCqIx,0001AB001132246,TakedaUSCAM
entities/NMmwpSm,TakedaUSCAM,63801202,entities/NMmwpSm/attributes/Identifiers/2pvLIHhw6,0001AB000012010,TakedaUSCAM
entities/1PcNIjFv,TakedaUSCAM,72422155,entities/1PcNIjFv/attributes/Identifiers/34sTFhssB,0001AB001130961,TakedaUSCAM
entities/SaW3n7N,TakedaUSCAM,92562201,entities/SaW3n7N/attributes/Identifiers/1a78n91gz,0001AB000001234,TakedaUSCAM
entities/dT0FiFj,TakedaUSCAM,14424170,entities/dT0FiFj/attributes/Identifiers/1u7af7gSV,0001AB000055169,TakedaUSCAM
entities/dT0cbZf,TakedaUSCAM,75219200,entities/dT0cbZf/attributes/Identifiers/1u7bbj1fj,0001AB000013318,TakedaUSCAM
entities/1Pbnp92t,TakedaUSCAM,28401005,entities/1Pbnp92t/attributes/Identifiers/34qhOzqUZ,0001AB000087890,TakedaUSCAM
entities/NMkzd9o,TakedaUSCAM,11209201,entities/NMkzd9o/attributes/Identifiers/141Y21Ygs,0001AB000002636,TakedaUSCAM
entities/SaDv75R,TakedaUSCAM,45042174,entities/SaDv75R/attributes/Identifiers/1a6FRKWyz,0001AB001094857,TakedaUSCAM
entities/dSzqpKJ,TakedaUSCAM,06410553,entities/dSzqpKJ/attributes/Identifiers/1u7ZEKfrD,0001AB000467502,TakedaUSCAM
entities/1BzLjCuf,TakedaUSCAM,14221165,entities/1BzLjCuf/attributes/Identifiers/3pb6HxxUk,0001AB000477446,TakedaUSCAM
entities/53hrwAY,TakedaUSCAM,80026200,entities/53hrwAY/attributes/Identifiers/AgQ8yR,0001AB000014317,TakedaUSCAM
entities/P3UxWld,TakedaUSCAM,35501202,entities/P3UxWld/attributes/Identifiers/zKpwb4Lp,0001AB001100073,TakedaUSCAM
entities/SZviedJ,TakedaUSCAM,17044203,entities/SZviedJ/attributes/Identifiers/iWMKQKqf,0001AB001198715,TakedaUSCAM
entities/IIoGbQ0,TakedaUSCAM,19146191,entities/IIoGbQ0/attributes/Identifiers/uQygZipk,0001AB001130750,TakedaUSCAM
entities/bzmwmd5,TakedaUSCAM,34232156,entities/bzmwmd5/attributes/Identifiers/1w9FnDUhT,0001AB000007730,TakedaUSCAM
entities/P2xuuPJ,TakedaUSCAM,46635401,entities/P2xuuPJ/attributes/Identifiers/zJCYbN3Z,0001AB000009625,TakedaUSCAM
entities/EtAGqbx,TakedaUSCAM,29605213,entities/EtAGqbx/attributes/Identifiers/uQowQ6VM,0001AB000005034,TakedaUSCAM
entities/SZvgnYL,TakedaUSCAM,14701201,entities/SZvgnYL/attributes/Identifiers/1a5LVRoIP,0001AB000003156,TakedaUSCAM
entities/1BnHxFO3,TakedaUSCAM,33860550,entities/1BnHxFO3/attributes/Identifiers/2qrTi9BTT,0001AB000243691,TakedaUSCAM
entities/7kc9QSq,TakedaUSCAM,85281451,entities/7kc9QSq/attributes/Identifiers/L2GQ7Rxl,0001AB000879865,TakedaUSCAM
entities/1LLGzF8c,TakedaUSCAM,69130200,entities/1LLGzF8c/attributes/Identifiers/3PEY8iRcA,0001AB000012562,TakedaUSCAM
entities/1BzJqkhV,TakedaUSCAM,97220206,entities/1BzJqkhV/attributes/Identifiers/2z0NQvCFd,0001AB000488177,TakedaUSCAM
entities/19DTIYsd,TakedaUSCAM,71653200,entities/19DTIYsd/attributes/Identifiers/2qsLIxEOt,0001AB001187586,TakedaUSCAM
entities/1C00x1yz,TakedaUSCAM,72401435,entities/1C00x1yz/attributes/Identifiers/2z2X3XeaH,0001AB001185067,TakedaUSCAM
entities/dTbktYF,TakedaUSCAM,97301203,entities/dTbktYF/attributes/Identifiers/1u9REzmZL,0001AB000016421,TakedaUSCAM
entities/Pxgmfkk,TakedaUSCAM,96088151,entities/Pxgmfkk/attributes/Identifiers/1BjVav1N8,0001AB001130821,TakedaUSCAM
entities/PwrTKgI,TakedaUSCAM,78411200,entities/PwrTKgI/attributes/Identifiers/2pvsj42BK,0001AB000014024,TakedaUSCAM
entities/1BzPSk5p,TakedaUSCAM,46307210,entities/1BzPSk5p/attributes/Identifiers/2FouxuK3f,0001AB000493954,TakedaUSCAM
entities/IIbqAds,TakedaUSCAM,14607160,entities/IIbqAds/attributes/Identifiers/uQMrJEbQ,0001AB000062152,TakedaUSCAM
entities/EtEqQIT,TakedaUSCAM,89502181,entities/EtEqQIT/attributes/Identifiers/2z1CmhRL7,0001AB000346886,TakedaUSCAM
entities/1BnaH3tn,TakedaUSCAM,45459209,entities/1BnaH3tn/attributes/Identifiers/2qsOek9iB,0001AB000141968,TakedaUSCAM
entities/NMqwJTo,TakedaUSCAM,48150461,entities/NMqwJTo/attributes/Identifiers/1OZ6GVb5Y,0001AB000009867,TakedaUSCAM
entities/1LLGycmI,TakedaUSCAM,84124200,entities/1LLGycmI/attributes/Identifiers/3PEY7bUbK,0001AB000014719,TakedaUSCAM
entities/IIzy0R6,TakedaUSCAM,31217203,entities/IIzy0R6/attributes/Identifiers/uRZ0fApc,0001AB000120681,TakedaUSCAM
entities/1BmlYIKd,TakedaUSCAM,33607200,entities/1BmlYIKd/attributes/Identifiers/3PFqoNhyk,0001AB000007523,TakedaUSCAM
entities/IIKpL28,TakedaUSCAM,06511205,entities/IIKpL28/attributes/Identifiers/uRkOgizQ,0001AB000477966,TakedaUSCAM
entities/1LLHPmME,TakedaUSCAM,13202182,entities/1LLHPmME/attributes/Identifiers/3PEZWv8he,0001AB001131147,TakedaUSCAM
entities/1BzixyfB,TakedaUSCAM,14424200,entities/1BzixyfB/attributes/Identifiers/2z1cU7St7,0001AB000003111,TakedaUSCAM
entities/bzuTdPb,TakedaUSCAM,92081152,entities/bzuTdPb/attributes/Identifiers/1w9cpXA99,0001AB000015518,TakedaUSCAM
entities/PwzPxna,TakedaUSCAM,60613203,entities/PwzPxna/attributes/Identifiers/1a5TtN22P,0001AB001171207,TakedaUSCAM
entities/1LLGznEg,TakedaUSCAM,98499203,entities/1LLGznEg/attributes/Identifiers/3PEYA6EsE,0001AB000016670,TakedaUSCAM
entities/SZvodRl,TakedaUSCAM,63640205,entities/SZvodRl/attributes/Identifiers/1OZlY6oYW,0001AB000187842,TakedaUSCAM
entities/19D9Tb3D,TakedaUSCAM,63042163,entities/19D9Tb3D/attributes/Identifiers/2Fo1NDbZj,0001AB000011883,TakedaUSCAM
entities/SZhrbqX,TakedaUSCAM,27514206,entities/SZhrbqX/attributes/Identifiers/3PH7QyFJK,0001AB001100107,TakedaUSCAM
entities/1Pbsb5vr,TakedaUSCAM,78580161,entities/1Pbsb5vr/attributes/Identifiers/34qw5tnLz,0001AB001131178,TakedaUSCAM
entities/dT0d5PT,TakedaUSCAM,97123201,entities/dT0d5PT/attributes/Identifiers/1u7bcrLvj,0001AB000016373,TakedaUSCAM
entities/1Pbnqvrb,TakedaUSCAM,60435200,entities/1Pbnqvrb/attributes/Identifiers/34qhRVgxb,0001AB000011466,TakedaUSCAM
entities/SZvfhMD,TakedaUSCAM,51104201,entities/SZvfhMD/attributes/Identifiers/1a5LT4925,0001AB000477808,TakedaUSCAM
entities/SZvpnu9,TakedaUSCAM,12742200,entities/SZvpnu9/attributes/Identifiers/1wAT2mBHz,0001AB001145598,TakedaUSCAM
entities/SZhhZYr,TakedaUSCAM,71303165,entities/SZhhZYr/attributes/Identifiers/1a4fJZTld,0001AB001171239,TakedaUSCAM
entities/SaIUxoz,TakedaUSCAM,93239150,entities/SaIUxoz/attributes/Identifiers/1a6TehEe5,0001AB000360825,TakedaUSCAM
entities/1LLGyUFm,TakedaUSCAM,92056207,entities/1LLGyUFm/attributes/Identifiers/3PEY7EOUc,0001AB001158301,TakedaUSCAM
entities/1C0A0413,TakedaUSCAM,32024154,entities/1C0A0413/attributes/Identifiers/2z2ybJtQH,0001AB000159872,TakedaUSCAM
entities/SZvh8rd,TakedaUSCAM,95630200,entities/SZvh8rd/attributes/Identifiers/1a5LWQNJl,0001AB000365483,TakedaUSCAM
entities/1PbWOo9P,TakedaUSCAM,53024151,entities/1PbWOo9P/attributes/Identifiers/34r1iPDsF,0001AB000270479,TakedaUSCAM
entities/EtA8jfV,TakedaUSCAM,75013193,entities/EtA8jfV/attributes/Identifiers/iVz7t6if,0001AB000380978,TakedaUSCAM
entities/PxfJW2Y,TakedaUSCAM,75670206,entities/PxfJW2Y/attributes/Identifiers/1BjR0UXSw,0001AB000016998,TakedaUSCAM
entities/1BzixI2b,TakedaUSCAM,93662202,entities/1BzixI2b/attributes/Identifiers/2z1cSeRhR,0001AB000198793,TakedaUSCAM
entities/dT5Z0Jr,TakedaUSCAM,02035158,entities/dT5Z0Jr/attributes/Identifiers/1u7qsI6nX,0001AB000902992,TakedaUSCAM
entities/SZvfu8z,TakedaUSCAM,19152206,entities/SZvfu8z/attributes/Identifiers/1a5LTpiUf,0001AB001108766,TakedaUSCAM
entities/19DJCdIx,TakedaUSCAM,48603173,entities/19DJCdIx/attributes/Identifiers/2FoVV3Cb5,0001AB001203069,TakedaUSCAM
entities/dTK4P27,TakedaUSCAM,48602213,entities/dTK4P27/attributes/Identifiers/1u8YmR5PT,0001AB000476763,TakedaUSCAM
entities/P2xx6nZ,TakedaUSCAM,60612227,entities/P2xx6nZ/attributes/Identifiers/zJCbuzNR,0001AB000477703,TakedaUSCAM
entities/IJLbADg,TakedaUSCAM,12306300,entities/IJLbADg/attributes/Identifiers/uScGjpo0,0001AB000053291,TakedaUSCAM
entities/zgwKQWP,TakedaUSCAM,84511202,entities/zgwKQWP/attributes/Identifiers/cO1axGPY,0001AB000206631,TakedaUSCAM
entities/1BmlbSOV,TakedaUSCAM,80909200,entities/1BmlbSOV/attributes/Identifiers/2FobDiRWd,0001AB000014457,TakedaUSCAM
entities/1Bn2cQWl,TakedaUSCAM,80840250,entities/1Bn2cQWl/attributes/Identifiers/2qqiG9XJH,0001AB000334167,TakedaUSCAM
entities/1Bzixhc9,TakedaUSCAM,34613200,entities/1Bzixhc9/attributes/Identifiers/2z1cTYP9V,0001AB000007800,TakedaUSCAM
entities/19DxmeXr,TakedaUSCAM,45817200,entities/19DxmeXr/attributes/Identifiers/2FqWIG63n,0001AB000249135,TakedaUSCAM
entities/Y1QvNxa,TakedaUSCAM,43026624,entities/Y1QvNxa/attributes/Identifiers/142ch8GdW,0001AB001181370,TakedaUSCAM
entities/1BzsMOFV,TakedaUSCAM,55350204,entities/1BzsMOFV/attributes/Identifiers/2z27AtvIf,0001AB000010794,TakedaUSCAM
entities/bzvXySd,TakedaUSCAM,33901443,entities/bzvXySd/attributes/Identifiers/1w9gD5Sf1,0001AB001200354,TakedaUSCAM
entities/SZvfu8z,TakedaUSCAM,19152205,entities/SZvfu8z/attributes/Identifiers/1a5LTqP7F,0001AB000014405,TakedaUSCAM
entities/1LLHSfN4,TakedaUSCAM,12027153,entities/1LLHSfN4/attributes/Identifiers/L2l8lKeb,0001AB000002848,TakedaUSCAM
entities/NMl0jLw,TakedaUSCAM,48038200,entities/NMl0jLw/attributes/Identifiers/1432xzKh0,0001AB000009801,TakedaUSCAM
entities/1LLGxjMw,TakedaUSCAM,56082201,entities/1LLGxjMw/attributes/Identifiers/3PEY5BUQE,0001AB001178565,TakedaUSCAM
entities/1LLGy0Py,TakedaUSCAM,02215205,entities/1LLGy0Py/attributes/Identifiers/3PEY5leLy,0001AB000001631,TakedaUSCAM
entities/19skOda2,TakedaUSCAM,56073201,entities/19skOda2/attributes/Identifiers/2FouzcKPb,0001AB000010940,TakedaUSCAM
entities/bzcnUCl,TakedaUSCAM,01852202,entities/bzcnUCl/attributes/Identifiers/1OaBXNMuK,0001AB000001533,TakedaUSCAM
entities/Y1ZB7yc,TakedaUSCAM,95076193,entities/Y1ZB7yc/attributes/Identifiers/142Cq3fsY,0001AB001130524,TakedaUSCAM
entities/c0EUM59,TakedaUSCAM,19087600,entities/c0EUM59/attributes/Identifiers/1wAc9EqQB,0001AB001133741,TakedaUSCAM
entities/dSzmDl1,TakedaUSCAM,80631202,entities/dSzmDl1/attributes/Identifiers/1a5MvdyLN,0001AB000014425,TakedaUSCAM
entities/IIbsAFM,TakedaUSCAM,95020550,entities/IIbsAFM/attributes/Identifiers/uQMwkyvI,0001AB000213544,TakedaUSCAM
entities/dTK3iPX,TakedaUSCAM,47371201,entities/dTK3iPX/attributes/Identifiers/1u8YkmixD,0001AB001125554,TakedaUSCAM
entities/dTJLa3r,TakedaUSCAM,70123458,entities/dTJLa3r/attributes/Identifiers/1u8Wfbvmx,0001AB001193025,TakedaUSCAM
entities/Y1nxqlu,TakedaUSCAM,57706200,entities/Y1nxqlu/attributes/Identifiers/142yQ8GtG,0001AB000278692,TakedaUSCAM
entities/dT227OB,TakedaUSCAM,55125200,entities/dT227OB/attributes/Identifiers/2z27DkWxd,0001AB000010774,TakedaUSCAM
entities/Px9Zk3i,TakedaUSCAM,21237198,entities/Px9Zk3i/attributes/Identifiers/1BhsVN70Y,0001AB000387622,TakedaUSCAM
entities/bzrH1q3,TakedaUSCAM,98586200,entities/bzrH1q3/attributes/Identifiers/1w9T5bqMR,0001AB000016703,TakedaUSCAM
entities/SZhsqZB,TakedaUSCAM,71241202,entities/SZhsqZB/attributes/Identifiers/1Bk0BKOla,0001AB000004861,TakedaUSCAM
entities/PxcPP0Q,TakedaUSCAM,28645201,entities/PxcPP0Q/attributes/Identifiers/2z2XGXlSL,0001AB000016064,TakedaUSCAM
entities/19DXQ5Zr,TakedaUSCAM,00840152,entities/19DXQ5Zr/attributes/Identifiers/2FpDlWN99,0001AB000084206,TakedaUSCAM
entities/IIXF5Bg,TakedaUSCAM,97471202,entities/IIXF5Bg/attributes/Identifiers/1u90AO28F,0001AB000016469,TakedaUSCAM
entities/dSwwmYR,TakedaUSCAM,85745190,entities/dSwwmYR/attributes/Identifiers/2z27Tctmr,0001AB001130023,TakedaUSCAM
entities/P389V1V,TakedaUSCAM,54902163,entities/P389V1V/attributes/Identifiers/zJigrOO9,0001AB001131220,TakedaUSCAM
entities/Y1ZBP1e,TakedaUSCAM,06105152,entities/Y1ZBP1e/attributes/Identifiers/142CqQQfy,0001AB000001988,TakedaUSCAM
entities/dT0coMR,TakedaUSCAM,55904204,entities/dT0coMR/attributes/Identifiers/1u7bcBto7,0001AB000182329,TakedaUSCAM
entities/1BnaJ7lX,TakedaUSCAM,52206150,entities/1BnaJ7lX/attributes/Identifiers/2qsOgtnTr,0001AB001221260,TakedaUSCAM
entities/19seF6Dm,TakedaUSCAM,17201200,entities/19seF6Dm/attributes/Identifiers/1a65eiVIT,0001AB000077056,TakedaUSCAM
entities/NNHTjsa,TakedaUSCAM,30342674,entities/NNHTjsa/attributes/Identifiers/1u90Lg8eN,0001AB001131355,TakedaUSCAM
entities/1BzmeUIz,TakedaUSCAM,06514158,entities/1BzmeUIz/attributes/Identifiers/2WggghvNq,0001AB000467924,TakedaUSCAM
entities/1LLH4wu2,TakedaUSCAM,25276202,entities/1LLH4wu2/attributes/Identifiers/2qsNjt9lf,0001AB000017586,TakedaUSCAM
entities/1BzsMjYn,TakedaUSCAM,57325200,entities/1BzsMjYn/attributes/Identifiers/2z27CADyb,0001AB000011105,TakedaUSCAM
entities/1BmllDd9,TakedaUSCAM,77090204,entities/1BmllDd9/attributes/Identifiers/2qptdiRCZ,0001AB001166924,TakedaUSCAM
entities/1Pc7RBZn,TakedaUSCAM,33437157,entities/1Pc7RBZn/attributes/Identifiers/34rgPuI1P,0001AB001201353,TakedaUSCAM
entities/IIRCYZk,TakedaUSCAM,92882184,entities/IIRCYZk/attributes/Identifiers/uPqFhrRA,0001AB001130867,TakedaUSCAM
entities/1BzgBYzx,TakedaUSCAM,29486156,entities/1BzgBYzx/attributes/Identifiers/2z1TxfS65,0001AB001184045,TakedaUSCAM
entities/NMmzANY,TakedaUSCAM,04412162,entities/NMmzANY/attributes/Identifiers/141Y8D5ec,0001AB001199371,TakedaUSCAM
entities/Y1U40KA,TakedaUSCAM,76548202,entities/Y1U40KA/attributes/Identifiers/141xABXgg,0001AB001159820,TakedaUSCAM
entities/PwrTKgI,TakedaUSCAM,78411204,entities/PwrTKgI/attributes/Identifiers/2pvsj6vCA,0001AB000014024,TakedaUSCAM
entities/NMkzlgK,TakedaUSCAM,70806208,entities/NMkzlgK/attributes/Identifiers/iWMHxeRV,0001AB000015817,TakedaUSCAM
entities/1BzixZ5d,TakedaUSCAM,96001201,entities/1BzixZ5d/attributes/Identifiers/2z1cTHDaz,0001AB000016255,TakedaUSCAM
